1;app1d;Finanazas;584.5857393314984;5719
2;app2q;Juegos;1005.7342991721933;32060
3;app3e;Vídeo;396.97276052886735;22652
4;app4k;Fotografía;926.5916122838842;5367
5;app5y;Fotografía;544.4870403484448;39573
6;app6u;Estilo de vida;888.7095107259303;44573
7;app7x;Vídeo;526.0287316401004;21862
8;app8x;Vídeo;517.0830997565943;29476
9;app9j;Cocina;397.0976956296691;43253
10;app10t;Vídeo;393.76503152907986;7767
11;app11h;Cocina;324.40486507570813;38031
12;app12t;Salud;342.3502144675591;38868
13;app13v;Música;600.8991448626717;1325
14;app14x;Finanazas;854.1883486966171;12666
15;app15e;Cocina;106.63274697928512;40592
16;app16q;Juegos;797.0898393115624;22143
17;app17j;Cocina;193.11230333303024;49814
18;app18x;Cocina;514.8302427617166;6852
19;app19t;Finanazas;709.5806554929687;6725
20;app20q;Productividad;591.9280434395837;25990
21;app21e;Salud;322.93719760614044;24319
22;app22b;Vídeo;219.3994714833603;18646
23;app23w;Productividad;974.5668272041339;44660
24;app24w;Salud;297.8532684013088;5288
25;app25w;Música;992.3888441334599;9570
26;app26u;Cocina;474.2075022300688;40781
27;app27f;Estilo de vida;431.1689692929895;46474
28;app28s;Estilo de vida;977.7269948261815;17605
29;app29v;Educación;986.9078175301;33223
30;app30n;Finanazas;571.759722576845;45456
31;app31h;Finanazas;114.06150405378905;49666
32;app32t;Salud;439.62927160057257;40924
33;app33y;Salud;380.3118012067992;26864
34;app34v;Fotografía;553.3469212667276;38079
35;app35m;Juegos;622.4830062612627;45369
36;app36r;Fotografía;549.5080691336511;27500
37;app37u;Productividad;697.7800631216073;49353
38;app38m;Juegos;217.2529178679664;27938
39;app39p;Salud;344.00429791252566;46004
40;app40w;Vídeo;293.1458861091301;48831
41;app41i;Fotografía;471.68487728573734;31639
42;app42r;Finanazas;352.44180688219024;15882
43;app43r;Juegos;368.08468019540777;31247
44;app44v;Música;339.1838748931325;36812
45;app45c;Vídeo;476.27824597223093;45217
46;app46t;Juegos;588.4496717630369;3575
47;app47h;Finanazas;911.2410684851783;23021
48;app48b;Productividad;755.6181091099605;35402
49;app49c;Finanazas;1022.1119351039723;33851
50;app50w;Música;1003.5627707576663;41854
